,Tweets,ID
90,"Boris Johnson says the coronavirus outbreak is now the ""top priority"" for the government

The UK PM says the NHS ""is making every possible preparation"" and the most valuable thing we can all do is ""wash our hands"" https://t.co/NfwqM1gXFT https://t.co/nS2T7SUzSi",1233455355025338370
91,Ironbridge flooding: Storm Jorge fears prompt defences repair plan https://t.co/Dnp5g7kbzr,1233431667232116745
92,Post-Brexit talks: France warns UK against 'artificial deadlines' https://t.co/8AbFqYFR1L,1233418928032034816
93,"Crystal Palace dinosaur park, featuring 30 dino replicas, added to 'at risk' register 🦖 🦕
https://t.co/ANa2yoKVh8",1233412185575055360
94,Anglesey crossbow killer to serve at least 31 years https://t.co/eHksD4SHni,1233398832228184064
95,Prince Harry meets Jon Bon Jovi at Abbey Road Studios https://t.co/5Tk7LFM3Ur,1233388724035162112
96,"Naturalist Chris Packham slams University of Cambridge for putting ""absolutely outrageous"" anti-bird nets over row of trees https://t.co/vGoWRM0lmc",1233366701665902592
97,"Dr Frank Atherton, chief medical officer for Wales, says he was ""expecting"" to see more coronavirus cases in the UK after Wales confirmed its first diagnosis, adding that most viral infections in the UK are ""normal run of the mill bugs""

https://t.co/cENBtgrJEa https://t.co/TiidXYmb7h",1233363927486148608
98,"""I will not be silent while the world is on fire – will you?""

Climate activist @GretaThunberg tells crowds in Bristol, UK, that ""world leaders are behaving like children"" so it falls on young people ""to be the adults in the room"" 

https://t.co/qrVCXIDQDm https://t.co/kCDJm9RB8F",1233360001344974849
99,"The acquittal of three former Barclays executives is the only time a jury has ruled on criminal allegations against senior bankers for events in the 2008 crisis in the UK - read the inside story of the trial: 
https://t.co/7OHD44yC1G",1233358180811407366
100,Former Barclays executives cleared of fraud charges https://t.co/A60CPjSj7f,1233356813707468800
102,Leasehold property buyers 'misled by developers' https://t.co/U0CIWwmqHJ,1233349898143174656
103,Shetland beach cleaner picks up Atlantic message in a bottle prize https://t.co/HOmaHabeEE,1233348398377586690
104,"British Airways owner IAG and EasyJet warn of coronavirus bookings hit
https://t.co/tHBotQkKxp",1233336560361316352
105,East Yorkshire flooding worsens as residents evacuated from homes https://t.co/Vz8xcRApLG,1233331724383391746
106,"As Wales confirms its first coronavirus case, follow the latest updates from @BBCWalesNews 👇

https://t.co/qwNs2j8ijR https://t.co/HP89Km4xG6",1233330531036778496
107,"Boris Johnson's Muslim comments 'really ill-judged', says Caroline Nokes https://t.co/RdotWXfQ4C",1233300771451568128
108,Downfall: BP refinery worker sacked over Hitler parody wins job back https://t.co/0Kqjb0EzuQ,1233283852451360768
109,News Daily: Virus hits stocks and doubts over road-building plans https://t.co/Yuq3Jscgvg,1233283852396875776
110,Coronavirus: Where are we with a vaccine? https://t.co/n1zJAIrd3U,1233280239712731136
111,English Heritage urges end to illegal metal detecting at historic sites https://t.co/uwx7KEH2PD,1233248409353695232
112,Coronavirus: Livestreaming karaoke and reality TV in virus-hit China https://t.co/CHCbCFhYIe,1233234017929105408
113,Learning difficulties 'link to brain connections' https://t.co/IgKp8Q0Ghb,1233231073808613376
114,Cosmetic surgery: Woman scarred after procedure in Turkey https://t.co/c8Gc3coNWV,1233231073787641857
115,Britons in coronavirus hotel face Jet2 flight delay https://t.co/rm3X5rCXNu,1233224899050770432
116,Coronavirus: Shares face worst week since global financial crisis https://t.co/F8STEH2hDI,1233215044151848960
117,Scientists detect biggest explosion since Big Bang https://t.co/G93CQvCngG,1233207253051805698
118,The crisis forcing mothers to give away their babies https://t.co/1R5Glxc3UH,1233198636403712000
119,The boss who put everyone on 70K https://t.co/3y9lEPS98p,1233198056117587968
120,Track Cycling World Championships: Great Britain win women's team pursuit silver https://t.co/rQAj7GM7Yz,1233198054502797312
121,Afghanistan conflict: US-Taliban deal raises hope for peace https://t.co/qP6Db0bQs3,1233198054435676162
122,Crystal Palace dinosaurs added to 'at risk' register https://t.co/SPWRhV5xjq,1233194855427379200
123,Road schemes may face Heathrow-style court action https://t.co/YExml43IHU,1233191741492252673
124,Gambling industry 'needs tougher regulation' https://t.co/Wx6RJbxauR,1233191741408337920
125,Thousands of depression cases 'linked to universal credit' https://t.co/bGoM5OEyZN,1233181298858086402
126,Newspaper headlines: Major events and economy 'under threat' from virus https://t.co/rPXje4WuOI,1233177698249453569
127,"Friday's Mirror: ""Virus panic"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/wL9Su6OOhQ",1233163743208648708
128,"Friday's Times: ""Top sports events under threat from coronavirus"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/ndePqc8sqX",1233163544104984578
129,"Friday's Mail: ""Canada: We won’t protect Harry and Meghan"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/vxZ2jJEY2M",1233163303674884096
130,"Friday's Telegraph: ""Major events in doubt as coronavirus fears grow"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/dH6YvRP8Zx",1233163068542197765
131,"Friday's Guardian: ""Coronavirus ’may be as damaging to global economy as 2008 crisis’"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/o6QYvrYY7u",1233162239038935041
132,"Coronavirus: How do you self-isolate successfully?

https://t.co/MbnAovvArz https://t.co/63Q6MUfAt4",1233152828266491905
133,"Friday's Metro: ""The 111 virus farce"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/YHh97ZoRUl",1233152189952122882
134,"Friday's FT: ""Virus triggers worst run on markets since financial crisis"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/LiKCE62SL5",1233151434499162112
135,Winsford shooting: Neighbour of PM's father Stanley Johnson dies https://t.co/SkKVzFL3V8,1233150043596693505
136,"How to self-isolate to prevent the spread of coronavirus

https://t.co/4Fxk5HMHjx https://t.co/y0kstkXUfa",1233101070714507264
137,England floods: George Eustice defends government response https://t.co/NFQducQhnj,1233094942102360065
138,E. coli gut infection linked to bowel cancer https://t.co/PY5bBA3l28,1233082543974514693
139,How does the UK's Eurovision entry stack up against the competition? https://t.co/FMiIYXOTJP,1233061403860328448
140,Each statue in Leicester Square are a nod to a different decade in cinema https://t.co/r0lHY9D2y4,1233059405983338502
141,"More drugs than ever before reaching UK, costing society billions each year, report says https://t.co/dZnKL3SncA https://t.co/VG4piUou08",1233056985102344193
142,"Taylor Swift wears a beard, wig and suit and sings about the joys of being male in the music business in her new video https://t.co/u6KZlv9apI",1233031817600565254
143,"Drug treatment services ""disappearing"" in some areas because of government funding cuts, report finds https://t.co/By4ukfFfyL",1233019850248916992
144,Man accused of murdering journalist Lyra McKee granted bail at Londonderry Magistrates' Court https://t.co/A2LD69F9DK,1233019537857052672
145,Figures suggest fewer people on the streets but the number is still more than double a decade ago https://t.co/hljeF0d6Ji,1232980077870276608
147,"James Newman hopes his ""simple, memorable and anthemic"" song will help win votes https://t.co/eWWuCgZMME",1232973934938730496
148,William Hill gambling site Mr Green to pay £3m penalty https://t.co/JqwkwEwwD0,1232970601465352197
149,Landscapes of chemical and biological warfare https://t.co/ZWSlJ4Pnq7,1232939833196236800
150,"'After the coral ban, I lost everything' https://t.co/7hbm465AUK",1232931990153900033
151,Heathrow expansion: What is the third runway plan? https://t.co/J7Ktc2rQMi,1232925221302292481
152,"Braga 0-1 Rangers (2-4): No fluke, we deserved win - Steven Gerrard https://t.co/G9kRgM9cq1",1232915458858405888
153,Fears for future of children's homes as debts rise https://t.co/fMZdLBgbyd,1232908839487463424
154,Legal victories over 'No DSS' letting agents https://t.co/RoorJQGTkx,1232896882222956544
155,Coronavirus prompts buyers to look closer to home https://t.co/pzPVDNHJ9n,1232881117910519808
156,Britons 'missing out' on daily dose of nature - National Trust https://t.co/Y9ZLnIRBCC,1232876344586969089
157,Coronavirus: How China is keeping busy during quarantine https://t.co/bDd03h99jc,1232869742584770561
158,Government to unveil post-Brexit trade talks goals https://t.co/eC9SUxd9Fo,1232857257144180736
159,Trump names VP Pence man in charge of coronavirus response https://t.co/1esuRRwAP1,1232843599106203648
160,Afghan peace talks: The woman who negotiated with the Taliban https://t.co/P9hbEGVDw8,1232834683739738114
161,Bernie Sanders: 17 things the Democratic front-runner believes https://t.co/5eYaFLzFeX,1232834683735609346
162,Forced sterilisation in South Africa: They removed my uterus https://t.co/vajZUJEQqY,1232834683643269132
163,Uni admissions could scrap use of predicted grades https://t.co/GE7Ce6TGQO,1232828824724877313
164,Coronavirus: How is the UK planning for an outbreak? https://t.co/p5nS3mjSuB,1232828101152911366
165,West Midlands floods: 'Ten days of difficult conditions' to come https://t.co/EgAeJoQbpJ,1232824659353227266
166,Nando’s employees call for changes to cleaning pay policy https://t.co/siW2qepiD4,1232824654215118848
167,Scientists aim to spot abusers from their hands https://t.co/DBf65mmgsz,1232820950091124738
168,"'Go big' to tackle regional inequalities, report urges https://t.co/adJeyO14Bq",1232819825833074692
169,Court may upset Heathrow third runway plans https://t.co/BcKPL4HI7E,1232819825795379200
170,"Buy now, pay later 'growing fast' amid debt fears https://t.co/Op9HIirGBw",1232819825795305472
171,Newspaper headlines: UK warns against coronavirus 'mass panic' https://t.co/f9s280Vx56,1232812642571608064
172,Maria Sharapova goes quietly into retirement - but it will not be the last we hear of her https://t.co/mER94UE6Tq,1232810921757728771
173,Government pledges £236m to help rough sleepers https://t.co/7YikpAC91H,1232809760573067265
174,Teenager's remains found in lion enclosure at Pakistani zoo https://t.co/unIdNhQRG1,1232808486397992960
175,Six dead in Milwaukee shooting at Molson Coors beer company https://t.co/bEL6LOAUQF,1232806148849438726
176,Lyon 1-0 Juventus: Lucas Tousart earns the hosts victory https://t.co/SQw7VVkurA,1232801970135719937
177,"Thursday's Mirror: ""Get a grip you drip"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/mMCOKRt6FS",1232798365777350661
178,"Thursday's Times: ""Universities to withhold offers until after A levels"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/FbNXbXKKfK",1232797459681808384
179,"Thursday's Mail: ""NHS braces for virus mayhem"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/BaQGrFB5vW",1232797216500264960
180,"Thursday's Express: ""Virus scare hits Prince George's school"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/g7uefD9LB7",1232795412903362560
181,"Thursday's i: ""Virus now growing faster outside China"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/tysURydRQ0",1232793556047319043
182,"Thursday's Telegraph: ""Schools and offices urged not to panic about virus"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/2qtm7OQpaW",1232793190207545344
183,"Thursday's Guardian: ""UK warns against mass panic as race to halt outbreak intensifies"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/fCJJGGleaZ",1232792755165945856
184,"Thursday's FT: ""Infection speeds up beyond China as virus breaks new ground"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/OsO7uHxTd8",1232792529097154561
185,"Thursday's Independent digital: ""Hospitals to deny care to weakest if pandemic hits"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/bIfUHgwrg6",1232792488668205057
186,"Thursday's Metro: ""Royals' schools in virus alarm"" (via @hendopolis) #BBCPapers #TomorrowsPapersToday https://t.co/FY56YpfOuD",1232792423656456193
187,Real Madrid 1-2 Manchester City: Gabriel Jesus &amp; Kevin de Bruyne give City win in first leg https://t.co/Ve2yWnaiJg,1232787021162307587
188,Player Rater: Real Madrid v Manchester City https://t.co/rMird72FkX,1232777856276672512
189,Coronavirus cases jump to 400 in Italy https://t.co/IfXQEq82K5,1232777286816083970
190,Joe Biden drops claim he was arrested seeing Mandela https://t.co/SHWf1FKaH5,1232762649433255936
191,Dalston fatal e-bike crash rider 'going too fast' https://t.co/MGMSP0sISo,1232757753824722944
192,Track Cycling World Championships: GB's Laura Kenny fourth in scratch race https://t.co/8SE77ydatI,1232753495574446082
193,Sporting Braga 0-1 Rangers (2-4 agg): Gerrard's side reach Europa League last 16 https://t.co/mD6fv8pX57,1232751173872029696
194,London firms sending staff home amid coronavirus fears https://t.co/gv3Cft1gv8,1232748262786060289
195,Police warn of 'inadequate safety' at Greta Thunberg protest https://t.co/oLfCQtTNUk,1232744064266752001
196,🤣 https://t.co/nghaFIT6PF,1232741277529145344
197,"Tottenham Hotspur midfielder Dele Alli put a video on Snapchat in which he joked about the coronavirus outbreak and appeared to mock an Asian man 

https://t.co/96crqxG2wW",1232736966938169346
198,Why Bob Iger's long goodbye to Disney is a very big deal https://t.co/blIAa1qqdJ,1232725854188376067
199,Canary Islands sandstorm: 'Chaos' as travellers in wrong country https://t.co/7xEDV2oaOM,1232722109564145669
200,"""I wake up every day happy - despite all the problems we face"" - NHS A&amp;E staff explain the pressures of their jobs

https://t.co/hDa1gX3LGl https://t.co/yMfPfDuQ1Y",1232712708434399234
201,Grenfell Tower fire: Protection for spoken evidence guaranteed https://t.co/9yOHn1inie,1232699751432441856
202,"""No excuses"" for not cutting crime, Home Secretary Priti Patel tells police https://t.co/4KpvW6pSjh",1232663125595447301
203,Man City appeal against European ban registered by Court of Arbitration for Sport https://t.co/xgSYnqgGf1,1232660756895817729
204,"Snow and ice to bring travel disruption to parts of UK 

https://t.co/RJf1iJ9h2v https://t.co/1xkPtywV5B",1232654402231717888
205,"Snow and ice to bring travel disruption to large parts of UK 

https://t.co/kw6trmx3aZ",1232651730946609152
206,Coronavirus: Global shares fall for fifth day in a row https://t.co/z6bujQ5Zo9,1232651095912128512
207,'Just call me Harry' prince tells tourism conference in Edinburgh https://t.co/QIXJq7oX9r,1232642817874386949
208,"Greggs paper bag lands student in court on littering charge, 11 years later https://t.co/34PGp0qWKc",1232642800526745600
209,Sport Relief: Nick Grimshaw back after break due to heat exhaustion https://t.co/1jEUrCrjOM,1232628368237088768
210,"UK to ""overhaul its approach to foreign policy"" as part of a government review, Downing Street announces
https://t.co/uLcPvVI7py",1232624622711050242
211,"More than 28,000 people in the UK recorded sleeping rough in 12 months, BBC research shows
https://t.co/HIYPCnlKjM",1232621620663083008
212,"Latest Mission: Impossible movie filming halted in Italy due to coronavirus concerns
https://t.co/C41CnF2Ufd",1232611017143783424
213,Residents in Bewdley evacuated as flood defences breach https://t.co/CNoFKqQoI7,1232610764080517120
214,Secret doorway in Parliament leads to historical treasure trove https://t.co/VcxerLH1oJ,1232608837561192449
215,Virgin Galactic sees demand for space travel surge https://t.co/lUmq0eTtUz,1232608737581584384
216,Underwater Photographer of the Year 🦈 🐟 🐠 🦀https://t.co/8mhrnuc2lL,1232571018528612352
217,Could North Korea handle a Covid-19 outbreak? https://t.co/fgqfE75qXu,1232569132773707777
218,Women's T20 World Cup: Heather Knight hits century as England crush Thailand https://t.co/dKxSie93Yk,1232560885253771266
219,"News Daily: Coronavirus latest, hospital pressures and childcare cost https://t.co/qZKIGUy1YV",1232552585015459840
220,Delhi clashes: 18 killed as Hindu and Muslim groups clash https://t.co/so4b9gVxst,1232539027678662657
221,"Budget 2020: Chancellor must raise taxes in first Budget, says IFS https://t.co/Hl8p15hVnf",1232526093128736768
222,High stakes Democrat debate has Sanders in the crosshairs https://t.co/4tWeVEubnb,1232517068299423745
223,Childcare costs: Parents of children under two pay 5% more https://t.co/fFWikheDi9,1232498825970905089
224,Viewpoint: Why a Texas county had a radical rethink on crime https://t.co/5ePmfGqKnC,1232474534613139457
225,West Bromwich Albion 2-0 Preston North End: Darnell Fisher sees red as Baggies go seven clear https://t.co/FawHehqnE1,1232474534600531969
226,Tyson Fury promoter Frank Warren 'disappointed' by prospect of Deontay Wilder rematch https://t.co/SnFkeDlo5B,1232474534445494273
227,Sickest patients 'facing hours stuck on trolleys' https://t.co/pSzuA3cxai,1232466722860388352
228,Red squirrels sniff out danger better than greys https://t.co/uBX5YFOqX1,1232466117504847872
229,Scottish drugs summit over tackling death rate https://t.co/ywRpsjQt9x,1232465521007828992
230,"Homelessness: Councils record 28,000 on the streets over a year https://t.co/T2YYFuUytX",1232458255747571712
231,County lines: Police arrest 46 in raids across the UK https://t.co/Vo0rodc3Xf,1232457627646316545
232,Coronavirus: Outbreak spreads in Europe from Italy https://t.co/27fv68xc9k,1232457026124431361
233,Newspaper headlines: Coronavirus 'action plan' and 'mass testing' in UK https://t.co/KReDNQ6u2X,1232452850619314176
234,Johnson promises 'overhaul' of post-Brexit foreign policy as he launches review https://t.co/oDXauwkudt,1232448708404334593
235,Peter Nygard: FBI raids fashion mogul HQ in sex trafficking probe https://t.co/zz6r7QiSBE,1232443970426298368
236,"Wednesday's i: ""UK virus plan revealed - as outbreak spreads across Europe"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/Z6jRs6IUJP",1232434370079682561
237,"Wednesday's Times: ""Schools face closure in coronavirus action plan"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/VwRp28X4oJ",1232434055557173249
238,"Wednesday's Mirror: ""Lockdown"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/jFKm81L1Sx",1232433824698494976
239,"Wednesday's Mail: ""Virus panic hits schools"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/T8FedXqi0F",1232432797618339841
240,"Wednesday's Telegraph: ""Mass testing to uncover UK spread of coronavirus"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/HHVv0j6Rnv",1232430006934102016
241,"Wednesday's Guardian: ""Health advice confusion as virus sweeps across Europe"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/Nu5ru7HiGU",1232429557975863297
242,"Wednesday's FT: ""West steps up moves to contain virus as investors retreat further"" #BBCPapers #TomorrowsPapersToday (via @hendopolis) https://t.co/HPQvH04uiX",1232428914666065921
243,"Singer Duffy reveals she was 'drugged, raped and held captive' 

https://t.co/W7VSkahbgn",1232414313186496515
244,Greta Thunberg meets Malala at university https://t.co/eKjAIrw5ik,1232391073630183425
